silo_name,gvar,treat,diff_times,gt,RI,start_time,end_time,diff_estimate,diff_var,diff_estimate_covariates,diff_var_covariates,covariates,date_format,freq
58,1993m1,1,1993m1;1992m1,1993m1;1993m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,1994m1;1992m1,1993m1;1994m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,1995m1;1992m1,1993m1;1995m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,1996m1;1992m1,1993m1;1996m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,1997m1;1992m1,1993m1;1997m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,1998m1;1992m1,1993m1;1998m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,1999m1;1992m1,1993m1;1999m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1993m1,1,2000m1;1992m1,1993m1;2000m1,0,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1993m1;1992m1,1993m1;1993m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1994m1;1992m1,1993m1;1994m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1995m1;1992m1,1993m1;1995m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1996m1;1992m1,1993m1;1996m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1997m1;1992m1,1993m1;1997m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1998m1;1992m1,1993m1;1998m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,1999m1;1992m1,1993m1;1999m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
71,1993m1,-1,2000m1;1992m1,1993m1;2000m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1991m1;1990m1,1991m1;1991m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1992m1;1990m1,1991m1;1992m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1993m1;1990m1,1991m1;1993m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1994m1;1990m1,1991m1;1994m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1995m1;1990m1,1991m1;1995m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1996m1;1990m1,1991m1;1996m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1997m1;1990m1,1991m1;1997m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1998m1;1990m1,1991m1;1998m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,1999m1;1990m1,1991m1;1999m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
58,1991m1,-1,2000m1;1990m1,1991m1;2000m1,1,1989m1,2000m1,NA,NA,NA,NA,none,yyyym00,1 year
